an3.1:0.3|Bhayasutta |an3.1
sn22.150:0.3|Ajjhattasutta |sn22.150
sn22.151:0.3|Etaṁmamasutta |sn22.151
sn22.152:0.3|Soattāsutta |sn22.152
sn22.153:0.3|Nocamesiyāsutta |sn22.153
sn22.154:0.3|Micchādiṭṭhisutta |sn22.154
sn22.155:0.3|Sakkāyadiṭṭhisutta |sn22.155
sn22.156:0.3|Attānudiṭṭhisutta |sn22.156
sn22.157:0.3|Abhinivesasutta |sn22.157
sn22.158:0.3|Dutiyaabhinivesasutta |sn22.158
sn22.159:0.3|Ānandasutta |sn22.159
sn23.1:0.3|Mārasutta |sn23.1
sn23.2:0.3|Sattasutta |sn23.2
sn23.3:0.3|Bhavanettisutta |sn23.3
sn23.4:0.3|Pariññeyyasutta |sn23.4
sn23.5:0.3|Samaṇasutta |sn23.5
sn23.6:0.3|Dutiyasamaṇasutta |sn23.6
sn23.7:0.3|Sotāpannasutta |sn23.7
sn23.8:0.3|Arahantasutta |sn23.8
sn23.9:0.3|Chandarāgasutta |sn23.9
sn23.10:0.3|Dutiyachandarāgasutta |sn23.10
sn23.11:0.3|Mārasutta |sn23.11
sn23.12:0.3|Māradhammasutta |sn23.12
sn23.13:0.3|Aniccasutta |sn23.13
sn23.14:0.3|Aniccadhammasutta |sn23.14
sn23.15:0.3|Dukkhasutta |sn23.15
sn23.16:0.3|Dukkhadhammasutta |sn23.16
sn23.17:0.3|Anattasutta |sn23.17
sn23.18:0.3|Anattadhammasutta |sn23.18
sn23.19:0.3|Khayadhammasutta |sn23.19
sn23.20:0.3|Vayadhammasutta |sn23.20
sn23.21:0.3|Samudayadhammasutta |sn23.21
sn23.22:0.3|Nirodhadhammasutta |sn23.22
sn23.23:0.3|Mārādisuttaekādasaka |sn23.23-33
sn23.34:0.3|Nirodhadhammasutta |sn23.34
sn23.35:0.3|Mārādisuttaekādasaka |sn23.35-45
sn23.46:0.3|Nirodhadhammasutta |sn23.46
sn24.1:0.3|Vātasutta |sn24.1
sn24.2:0.3|Etaṁmamasutta |sn24.2
sn24.3:0.3|Soattāsutta |sn24.3
sn24.4:0.3|Nocamesiyāsutta |sn24.4
sn24.5:0.3|Natthidinnasutta |sn24.5
sn24.6:0.3|Karotosutta |sn24.6
sn24.7:0.3|Hetusutta |sn24.7
sn24.8:0.3|Mahādiṭṭhisutta |sn24.8
sn24.9:0.3|Sassatadiṭṭhisutta |sn24.9
sn24.10:0.3|Asassatadiṭṭhisutta |sn24.10
sn24.11:0.3|Antavāsutta |sn24.11
sn24.12:0.3|Anantavāsutta |sn24.12
sn24.13:0.3|Taṁjīvaṁtaṁsarīraṁsutta |sn24.13
sn24.14:0.3|Aññaṁjīvaṁaññaṁsarīraṁsutta |sn24.14
sn24.15:0.3|Hotitathāgatosutta |sn24.15
sn24.16:0.3|Nahotitathāgatosutta |sn24.16
sn24.17:0.3|Hoticanacahotitathāgatosutta |sn24.17
sn24.18:0.3|Nevahotinanahotitathāgatosutta |sn24.18
sn24.19:0.3|Vātasutta |sn24.19
sn24.20-35:0.3|Etaṁmamādisutta |sn24.20-35
sn24.36:0.3|Nevahotinanahotisutta |sn24.36
sn24.37:0.3|Rūpīattāsutta |sn24.37
sn24.38:0.3|Arūpīattāsutta |sn24.38
sn24.39:0.3|Rūpīcaarūpīcaattāsutta |sn24.39
sn24.40:0.3|Nevarūpīnārūpīattāsutta |sn24.40
sn24.41:0.3|Ekantasukhīsutta |sn24.41
sn24.42:0.3|Ekantadukkhīsutta |sn24.42
sn24.43:0.3|Sukhadukkhīsutta |sn24.43
sn24.44:0.3|Adukkhamasukhīsutta |sn24.44
sn24.45:0.3|Navātasutta |sn24.45
sn24.46-69:0.3|Etaṁmamādisutta |sn24.46-69
sn24.70:0.3|Adukkhamasukhīsutta |sn24.70
sn24.71:0.3|Navātasutta |sn24.71
sn24.72-95:0.3|Etaṁmamādisutta |sn24.72-95
sn24.96:0.3|Adukkhamasukhīsutta |sn24.96
sn25.1:0.3|Cakkhusutta |sn25.1
sn25.2:0.3|Rūpasutta |sn25.2
sn25.3:0.3|Viññāṇasutta |sn25.3
sn25.4:0.3|Samphassasutta |sn25.4
sn25.5:0.3|Samphassajasutta |sn25.5
sn25.6:0.3|Rūpasaññāsutta |sn25.6
sn25.7:0.3|Rūpasañcetanāsutta |sn25.7
sn25.8:0.3|Rūpataṇhāsutta |sn25.8
sn25.9:0.3|Pathavīdhātusutta |sn25.9
sn25.10:0.3|Khandhasutta |sn25.10
sn26.1:0.3|Cakkhusutta |sn26.1
sn26.2:0.3|Rūpasutta |sn26.2
sn26.3:0.3|Viññāṇasutta |sn26.3
sn26.4:0.3|Samphassasutta |sn26.4
sn26.5:0.3|Samphassajasutta |sn26.5
sn26.6:0.3|Saññāsutta |sn26.6
sn26.7:0.3|Sañcetanāsutta |sn26.7
sn26.8:0.3|Taṇhāsutta |sn26.8
sn26.9:0.3|Dhātusutta |sn26.9
sn26.10:0.3|Khandhasutta |sn26.10
sn27.1:0.3|Cakkhusutta |sn27.1
sn27.2:0.3|Rūpasutta |sn27.2
sn27.3:0.3|Viññāṇasutta |sn27.3
sn27.4:0.3|Samphassasutta |sn27.4
sn27.5:0.3|Samphassajasutta |sn27.5
sn27.6:0.3|Saññāsutta |sn27.6
sn27.7:0.3|Sañcetanāsutta |sn27.7
sn27.8:0.3|Taṇhāsutta |sn27.8
sn27.9:0.3|Dhātusutta |sn27.9
sn27.10:0.3|Khandhasutta |sn27.10
sn28.1:0.3|Vivekajasutta |sn28.1
sn28.2:0.3|Avitakkasutta |sn28.2
sn28.3:0.3|Pītisutta |sn28.3
sn28.4:0.3|Upekkhāsutta |sn28.4
sn28.5:0.3|Ākāsānañcāyatanasutta |sn28.5
sn28.6:0.3|Viññāṇañcāyatanasutta |sn28.6
sn28.7:0.3|Ākiñcaññāyatanasutta |sn28.7
sn28.8:0.3|Nevasaññānāsaññāyatanasutta |sn28.8
sn28.9:0.3|Nirodhasamāpattisutta |sn28.9
sn28.10:0.3|Sucimukhīsutta |sn28.10
sn29.1:0.3|Suddhikasutta |sn29.1
sn29.2:0.3|Paṇītatarasutta |sn29.2
sn29.3:0.3|Uposathasutta |sn29.3
sn29.4:0.3|Dutiyauposathasutta |sn29.4
sn29.5:0.3|Tatiyauposathasutta |sn29.5
sn29.6:0.3|Catutthauposathasutta |sn29.6
sn29.7:0.3|Sutasutta |sn29.7
sn29.8:0.3|Dutiyasutasutta |sn29.8
sn29.9:0.3|Tatiyasutasutta |sn29.9
sn29.10:0.3|Catutthasutasutta |sn29.10
sn29.11-20:0.3|Aṇḍajadānūpakārasuttadasaka |sn29.11-20
sn29.21-50:0.3|Jalābujādidānūpakārasuttattiṁsaka |sn29.21-50
sn30.1:0.3|Suddhikasutta |sn30.1
sn30.2:0.3|Harantisutta |sn30.2
sn30.3:0.3|Dvayakārīsutta |sn30.3
sn30.4-6:0.3|Dutiyādidvayakārīsuttattika |sn30.4-6
sn30.7-16:0.3|Aṇḍajadānūpakārasuttadasaka |sn30.7-16
sn30.17-46:0.3|Jalābujadānūpakārasutta |sn30.17-46
sn31.1:0.3|Suddhikasutta |sn31.1
sn31.2:0.3|Sucaritasutta |sn31.2
sn31.3:0.3|Mūlagandhadātāsutta |sn31.3
sn31.4-12:0.3|Sāragandhādidātāsuttanavaka |sn31.4-12
sn31.13-22:0.3|Mūlagandhadānūpakārasuttadasaka |sn31.13-22
sn31.23-112:0.3|Sāragandhādidānūpakārasuttanavutika |sn31.23-112
sn32.1:0.3|Suddhikasutta |sn32.1
sn32.2:0.3|Sucaritasutta |sn32.2
sn32.3-12:0.3|Sītavalāhakadānūpakārasuttadasaka |sn32.3-12
sn32.13-52:0.3|Uṇhavalāhakadānūpakārasutta |sn32.13-52
sn32.53:0.3|Sītavalāhakasutta |sn32.53
sn32.54:0.3|Uṇhavalāhakasutta |sn32.54
sn32.55:0.3|Abbhavalāhakasutta |sn32.55
sn32.56:0.3|Vātavalāhakasutta |sn32.56
sn32.57:0.3|Vassavalāhakasutta |sn32.57
sn33.1:0.3|Rūpaaññāṇasutta |sn33.1
sn33.2:0.3|Vedanāaññāṇasutta |sn33.2
sn33.3:0.3|Saññāaññāṇasutta |sn33.3
sn33.4:0.3|Saṅkhāraaññāṇasutta |sn33.4
sn33.5:0.3|Viññāṇaaññāṇasutta |sn33.5
sn33.6-10:0.3|Rūpaadassanādisuttapañcaka |sn33.6-10
sn33.11:0.3|Rūpaanabhisamayādisuttapañcaka |sn33.11-15
sn33.16:0.3|Rūpaananubodhādisuttapañcaka |sn33.16-20
sn33.21-25:0.3|Rūpaappaṭivedhādisuttapañcaka |sn33.21-25
sn33.26-30:0.3|Rūpaasallakkhaṇādisuttapañcaka |sn33.26-30
sn33.31-35:0.3|Rūpaanupalakkhaṇādisuttapañcaka |sn33.31-35
sn33.36-40:0.3|Rūpaappaccupalakkhaṇādisuttapañcaka |sn33.36-40
sn33.41-45:0.3|Rūpaasamapekkhaṇādisuttapañcaka |sn33.41-45
sn33.46-50:0.3|Rūpaappaccupekkhaṇādisuttapañcaka |sn33.46-50
sn33.51:0.3|Rūpaappaccakkhakammādisuttacatukka |sn33.51-54
sn33.55:0.3|Viññāṇaappaccakkhakammasutta |sn33.55
sn34.1:0.3|Samādhimūlakasamāpattisutta |sn34.1
sn34.2:0.3|Samādhimūlakaṭhitisutta |sn34.2
sn34.3:0.3|Samādhimūlakavuṭṭhānasutta |sn34.3
sn34.4:0.3|Samādhimūlakakallitasutta |sn34.4
sn34.5:0.3|Samādhimūlakaārammaṇasutta |sn34.5
sn34.6:0.3|Samādhimūlakagocarasutta |sn34.6
sn34.7:0.3|Samādhimūlakaabhinīhārasutta |sn34.7
sn34.8:0.3|Samādhimūlakasakkaccakārīsutta |sn34.8
sn34.9:0.3|Samādhimūlakasātaccakārīsutta |sn34.9
sn34.10:0.3|Samādhimūlakasappāyakārīsutta |sn34.10
sn34.11:0.3|Samāpattimūlakaṭhitisutta |sn34.11
sn34.12:0.3|Samāpattimūlakavuṭṭhānasutta |sn34.12
sn34.13:0.3|Samāpattimūlakakallitasutta |sn34.13
sn34.14:0.3|Samāpattimūlakaārammaṇasutta |sn34.14
sn34.15:0.3|Samāpattimūlakagocarasutta |sn34.15
sn34.16:0.3|Samāpattimūlakaabhinīhārasutta |sn34.16
sn34.17:0.3|Samāpattimūlakasakkaccasutta |sn34.17
sn34.18:0.3|Samāpattimūlakasātaccasutta |sn34.18
sn34.19:0.3|Samāpattimūlakasappāyakārīsutta |sn34.19
sn34.53:0.3|Sakkaccamūlakasātaccakārīsuttadukādi |sn34.53-54
sn34.55:0.3|Sātaccamūlakasappāyakārīsutta |sn34.55
sn35.1:0.3|Ajjhattāniccasutta |sn35.1
sn35.2:0.3|Ajjhattadukkhasutta |sn35.2
sn35.3:0.3|Ajjhattānattasutta |sn35.3
sn35.4:0.3|Bāhirāniccasutta |sn35.4
sn35.5:0.3|Bāhiradukkhasutta |sn35.5
sn35.6:0.3|Bāhirānattasutta |sn35.6
sn35.7:0.3|Ajjhattāniccātītānāgatasutta |sn35.7
sn35.8:0.3|Ajjhattadukkhātītānāgatasutta |sn35.8
sn35.9:0.3|Ajjhattānattātītānāgatasutta |sn35.9
sn35.10:0.3|Bāhirāniccātītānāgatasutta |sn35.10
sn35.11:0.3|Bāhiradukkhātītānāgatasutta |sn35.11
sn35.12:0.3|Bāhirānattātītānāgatasutta |sn35.12
sn35.13:0.3|Paṭhamapubbesambodhasutta |sn35.13
sn35.14:0.3|Dutiyapubbesambodhasutta |sn35.14
sn35.15:0.3|Paṭhamaassādapariyesanasutta |sn35.15
sn35.16:0.3|Dutiyaassādapariyesanasutta |sn35.16
sn35.17:0.3|Paṭhamanoceassādasutta |sn35.17
sn35.18:0.3|Dutiyanoceassādasutta |sn35.18
sn35.19:0.3|Paṭhamābhinandasutta |sn35.19
sn35.20:0.3|Dutiyābhinandasutta |sn35.20
sn35.21:0.3|Paṭhamadukkhuppādasutta |sn35.21
sn35.22:0.3|Dutiyadukkhuppādasutta |sn35.22
sn35.23:0.3|Sabbasutta |sn35.23
sn35.24:0.3|Pahānasutta |sn35.24
sn35.25:0.3|Abhiññāpariññāpahānasutta |sn35.25
sn35.26:0.3|Paṭhamaaparijānanasutta |sn35.26
sn35.27:0.3|Dutiyaaparijānanasutta |sn35.27
sn35.28:0.3|Ādittasutta |sn35.28
sn35.29:0.3|Addhabhūtasutta |sn35.29
sn35.30:0.3|Samugghātasāruppasutta |sn35.30
sn35.31:0.3|Paṭhamasamugghātasappāyasutta |sn35.31
sn35.32:0.3|Dutiyasamugghātasappāyasutta |sn35.32
sn35.33:0.3|Jātidhammādisuttadasaka |sn35.33-42
sn35.43:0.3|Aniccādisuttanavaka |sn35.43-51
sn35.52:0.3|Upassaṭṭhasutta |sn35.52
sn35.53:0.3|Avijjāpahānasutta |sn35.53
sn35.54:0.3|Saṁyojanappahānasutta |sn35.54
sn35.55:0.3|Saṁyojanasamugghātasutta |sn35.55
sn35.56:0.3|Āsavapahānasutta |sn35.56
sn35.57:0.3|Āsavasamugghātasutta |sn35.57
sn35.58:0.3|Anusayapahānasutta |sn35.58
sn35.59:0.3|Anusayasamugghātasutta |sn35.59
sn35.60:0.3|Sabbupādānapariññāsutta |sn35.60
sn35.61:0.3|Paṭhamasabbupādānapariyādānasutta |sn35.61
sn35.62:0.3|Dutiyasabbupādānapariyādānasutta |sn35.62
sn35.63:0.3|Paṭhamamigajālasutta |sn35.63
sn35.64:0.3|Dutiyamigajālasutta |sn35.64
sn35.65:0.3|Paṭhamasamiddhimārapañhāsutta |sn35.65
sn35.66:0.3|Samiddhisattapañhāsutta |sn35.66
sn35.67:0.3|Samiddhidukkhapañhāsutta |sn35.67
sn35.68:0.3|Samiddhilokapañhāsutta |sn35.68
sn35.69:0.3|Upasenaāsīvisasutta |sn35.69
sn35.70:0.3|Upavāṇasandiṭṭhikasutta |sn35.70
sn35.71:0.3|Paṭhamachaphassāyatanasutta |sn35.71
sn35.72:0.3|Dutiyachaphassāyatanasutta |sn35.72
sn35.73:0.3|Tatiyachaphassāyatanasutta |sn35.73
sn35.74:0.3|Paṭhamagilānasutta |sn35.74
sn35.75:0.3|Dutiyagilānasutta |sn35.75
sn35.76:0.3|Rādhaaniccasutta |sn35.76
sn35.77:0.3|Rādhadukkhasutta |sn35.77
sn35.78:0.3|Rādhaanattasutta |sn35.78
sn35.79:0.3|Paṭhamaavijjāpahānasutta |sn35.79
sn35.80:0.3|Dutiyaavijjāpahānasutta |sn35.80
sn35.81:0.3|Sambahulabhikkhusutta |sn35.81
sn35.82:0.3|Lokapañhāsutta |sn35.82
sn35.83:0.3|Phaggunapañhāsutta |sn35.83
sn35.84:0.3|Palokadhammasutta |sn35.84
sn35.85:0.3|Suññatalokasutta |sn35.85
sn35.86:0.3|Saṅkhittadhammasutta |sn35.86
sn35.87:0.3|Channasutta |sn35.87
sn35.88:0.3|Puṇṇasutta |sn35.88
sn35.89:0.3|Bāhiyasutta |sn35.89
sn35.90:0.3|Paṭhamaejāsutta |sn35.90
sn35.91:0.3|Dutiyaejāsutta |sn35.91
sn35.92:0.3|Paṭhamadvayasutta |sn35.92
sn35.93:0.3|Dutiyadvayasutta |sn35.93
sn35.94:0.3|Adantaaguttasutta |sn35.94
sn35.95:0.3|Mālukyaputtasutta |sn35.95
sn35.96:0.3|Parihānadhammasutta |sn35.96
sn35.97:0.3|Pamādavihārīsutta |sn35.97
sn35.98:0.3|Saṁvarasutta |sn35.98
sn35.99:0.3|Samādhisutta |sn35.99
sn35.100:0.3|Paṭisallānasutta |sn35.100
sn35.101:0.3|Paṭhamanatumhākasutta |sn35.101
sn35.102:0.3|Dutiyanatumhākasutta |sn35.102
sn35.103:0.3|Udakasutta |sn35.103
sn35.104:0.3|Yogakkhemisutta |sn35.104
sn35.105:0.3|Upādāyasutta |sn35.105
sn35.106:0.3|Dukkhasamudayasutta |sn35.106
sn35.107:0.3|Lokasamudayasutta |sn35.107
sn35.108:0.3|Seyyohamasmisutta |sn35.108
sn35.109:0.3|Saṁyojaniyasutta |sn35.109
sn35.110:0.3|Upādāniyasutta |sn35.110
sn35.111:0.3|Ajjhattikāyatanaparijānanasutta |sn35.111
sn35.112:0.3|Bāhirāyatanaparijānanasutta |sn35.112
sn35.113:0.3|Upassutisutta |sn35.113
sn35.114:0.3|Paṭhamamārapāsasutta |sn35.114
sn35.115:0.3|Dutiyamārapāsasutta |sn35.115
sn35.116:0.3|Lokantagamanasutta |sn35.116
sn35.117:0.3|Kāmaguṇasutta |sn35.117
sn35.118:0.3|Sakkapañhasutta |sn35.118
sn35.119:0.3|Pañcasikhasutta |sn35.119
sn35.120:0.3|Sāriputtasaddhivihārikasutta |sn35.120
sn35.121:0.3|Rāhulovādasutta |sn35.121
sn35.122:0.3|Saṁyojaniyadhammasutta |sn35.122
sn35.123:0.3|Upādāniyadhammasutta |sn35.123
sn35.124:0.3|Vesālīsutta |sn35.124
sn35.125:0.3|Vajjīsutta |sn35.125
sn35.126:0.3|Nāḷandasutta |sn35.126
sn35.127:0.3|Bhāradvājasutta |sn35.127
sn35.128:0.3|Soṇasutta |sn35.128
sn35.129:0.3|Ghositasutta |sn35.129
sn35.130:0.3|Hāliddikānisutta |sn35.130
sn35.131:0.3|Nakulapitusutta |sn35.131
sn35.132:0.3|Lohiccasutta |sn35.132
sn35.133:0.3|Verahaccānisutta |sn35.133
sn35.134:0.3|Devadahasutta |sn35.134
sn35.135:0.3|Khaṇasutta |sn35.135
sn35.136:0.3|Paṭhamarūpārāmasutta |sn35.136
sn35.137:0.3|Dutiyarūpārāmasutta |sn35.137
sn35.138:0.3|Paṭhamanatumhākasutta |sn35.138
sn35.139:0.3|Dutiyanatumhākasutta |sn35.139
sn35.140:0.3|Ajjhattaaniccahetusutta |sn35.140
sn35.141:0.3|Ajjhattadukkhahetusutta |sn35.141
sn35.142:0.3|Ajjhattānattahetusutta |sn35.142
sn35.143:0.3|Bāhirāniccahetusutta |sn35.143
sn35.144:0.3|Bāhiradukkhahetusutta |sn35.144
sn35.145:0.3|Bāhirānattahetusutta |sn35.145
sn35.146:0.3|Kammanirodhasutta |sn35.146
sn35.147:0.3|Aniccanibbānasappāyasutta |sn35.147
sn35.148:0.3|Dukkhanibbānasappāyasutta |sn35.148
sn35.149:0.3|Anattanibbānasappāyasutta |sn35.149
sn35.150:0.3|Nibbānasappāyapaṭipadāsutta |sn35.150
sn35.151:0.3|Antevāsikasutta |sn35.151
sn35.152:0.3|Kimatthiyabrahmacariyasutta |sn35.152
sn35.153:0.3|Atthinukhopariyāyasutta |sn35.153
sn35.154:0.3|Indriyasampannasutta |sn35.154
sn35.155:0.3|Dhammakathikapucchasutta |sn35.155
sn35.156:0.3|Ajjhattanandikkhayasutta |sn35.156
sn35.157:0.3|Bāhiranandikkhayasutta |sn35.157
sn35.158:0.3|Ajjhattaaniccanandikkhayasutta |sn35.158
sn35.159:0.3|Bāhiraaniccanandikkhayasutta |sn35.159
sn35.160:0.3|Jīvakambavanasamādhisutta |sn35.160
sn35.161:0.3|Jīvakambavanapaṭisallānasutta |sn35.161
sn35.162:0.3|Koṭṭhikaaniccasutta |sn35.162
sn35.163:0.3|Koṭṭhikadukkhasutta |sn35.163
sn35.164:0.3|Koṭṭhikaanattasutta |sn35.164
sn35.165:0.3|Micchādiṭṭhipahānasutta |sn35.165
sn35.166:0.3|Sakkāyadiṭṭhipahānasutta |sn35.166
sn35.167:0.3|Attānudiṭṭhipahānasutta |sn35.167
sn35.168:0.3|Ajjhattaaniccachandasutta |sn35.168
sn35.169:0.3|Ajjhattaaniccarāgasutta |sn35.169
sn35.170:0.3|Ajjhattaaniccachandarāgasutta |sn35.170
sn35.171-173:0.3|Dukkhachandādisutta |sn35.171-173
sn35.174-176:0.3|Anattachandādisutta |sn35.174-176
sn35.177-179:0.3|Bāhirāniccachandādisutta |sn35.177-179
sn35.180-182:0.3|Bāhiradukkhachandādisutta |sn35.180-182
sn35.183-185:0.3|Bāhirānattachandādisutta |sn35.183-185
sn35.186:0.3|Ajjhattātītāniccasutta |sn35.186
sn35.187:0.3|Ajjhattānāgatāniccasutta |sn35.187
sn35.188:0.3|Ajjhattapaccuppannāniccasutta |sn35.188
sn35.189-191:0.3|Ajjhattātītādidukkhasutta |sn35.189-191
sn35.192-194:0.3|Ajjhattātītādianattasutta |sn35.192-194
sn35.195-197:0.3|Bāhirātītādianiccasutta |sn35.195-197
sn35.198-200:0.3|Bāhirātītādidukkhasutta |sn35.198-200
sn35.201-203:0.3|Bāhirātītādianattasutta |sn35.201-203
sn35.204:0.3|Ajjhattātītayadaniccasutta |sn35.204
sn35.205:0.3|Ajjhattānāgatayadaniccasutta |sn35.205
sn35.206:0.3|Ajjhattapaccuppannayadaniccasutta |sn35.206
sn35.207-209:0.3|Ajjhattātītādiyaṁdukkhasutta |sn35.207-209
sn35.210-212:0.3|Ajjhattātītādiyadanattasutta |sn35.210-212
sn35.213-215:0.3|Bāhirātītādiyadaniccasutta |sn35.213-215
sn35.216-218:0.3|Bāhirātītādiyaṁdukkhasutta |sn35.216-218
sn35.219-221:0.3|Bāhirātītādiyadanattasutta |sn35.219-221
sn35.222:0.3|Ajjhattāyatanaaniccasutta |sn35.222
sn35.223:0.3|Ajjhattāyatanadukkhasutta |sn35.223
sn35.224:0.3|Ajjhattāyatanaanattasutta |sn35.224
sn35.225:0.3|Bāhirāyatanaaniccasutta |sn35.225
sn35.226:0.3|Bāhirāyatanadukkhasutta |sn35.226
sn35.227:0.3|Bāhirāyatanaanattasutta |sn35.227
sn35.228:0.3|Paṭhamasamuddasutta |sn35.228
sn35.229:0.3|Dutiyasamuddasutta |sn35.229
sn35.230:0.3|Bāḷisikopamasutta |sn35.230
sn35.231:0.3|Khīrarukkhopamasutta |sn35.231
sn35.232:0.3|Koṭṭhikasutta |sn35.232
sn35.233:0.3|Kāmabhūsutta |sn35.233
sn35.234:0.3|Udāyīsutta |sn35.234
sn35.235:0.3|Ādittapariyāyasutta |sn35.235
sn35.236:0.3|Paṭhamahatthapādopamasutta |sn35.236
sn35.237:0.3|Dutiyahatthapādopamasutta |sn35.237
sn35.238:0.3|Āsīvisopamasutta |sn35.238
sn35.239:0.3|Rathopamasutta |sn35.239
sn35.240:0.3|Kummopamasutta |sn35.240
sn35.241:0.3|Paṭhamadārukkhandhopamasutta |sn35.241
sn35.242:0.3|Dutiyadārukkhandhopamasutta |sn35.242
sn35.243:0.3|Avassutapariyāyasutta |sn35.243
sn35.244:0.3|Dukkhadhammasutta |sn35.244
sn35.245:0.3|Kiṁsukopamasutta |sn35.245
sn35.246:0.3|Vīṇopamasutta |sn35.246
sn35.247:0.3|Chappāṇakopamasutta |sn35.247
sn35.248:0.3|Yavakalāpisutta |sn35.248
sn36.1:0.3|Samādhisutta |sn36.1
sn36.2:0.3|Sukhasutta |sn36.2
sn36.3:0.3|Pahānasutta |sn36.3
sn36.4:0.3|Pātālasutta |sn36.4
sn36.5:0.3|Daṭṭhabbasutta |sn36.5
sn36.6:0.3|Sallasutta |sn36.6
sn36.7:0.3|Paṭhamagelaññasutta |sn36.7
sn36.8:0.3|Dutiyagelaññasutta |sn36.8
sn36.9:0.3|Aniccasutta |sn36.9
sn36.10:0.3|Phassamūlakasutta |sn36.10
sn36.11:0.3|Rahogatasutta |sn36.11
sn36.12:0.3|Paṭhamaākāsasutta |sn36.12
sn36.13:0.3|Dutiyaākāsasutta |sn36.13
sn36.14:0.3|Agārasutta |sn36.14
sn36.15:0.3|Paṭhamaānandasutta |sn36.15
sn36.16:0.3|Dutiyaānandasutta |sn36.16
sn36.17:0.3|Paṭhamasambahulasutta |sn36.17
sn36.18:0.3|Dutiyasambahulasutta |sn36.18
sn36.19:0.3|Pañcakaṅgasutta |sn36.19
sn36.20:0.3|Bhikkhusutta |sn36.20
sn36.21:0.3|Sīvakasutta |sn36.21
sn36.22:0.3|Aṭṭhasatasutta |sn36.22
sn36.23:0.3|Aññatarabhikkhusutta |sn36.23
sn36.24:0.3|Pubbasutta |sn36.24
sn36.25:0.3|Ñāṇasutta |sn36.25
sn36.26:0.3|Sambahulabhikkhusutta |sn36.26
sn36.27:0.3|Paṭhamasamaṇabrāhmaṇasutta |sn36.27
sn36.28:0.3|Dutiyasamaṇabrāhmaṇasutta |sn36.28
sn36.29:0.3|Tatiyasamaṇabrāhmaṇasutta |sn36.29
sn36.30:0.3|Suddhikasutta |sn36.30
sn36.31:0.3|Nirāmisasutta |sn36.31
sn37.1:0.3|Mātugāmasutta |sn37.1
sn37.2:0.3|Purisasutta |sn37.2
sn37.3:0.3|Āveṇikadukkhasutta |sn37.3
sn37.4:0.3|Tīhidhammehisutta |sn37.4
sn37.5:0.3|Kodhanasutta |sn37.5
sn37.6:0.3|Upanāhīsutta |sn37.6
sn37.7:0.3|Issukīsutta |sn37.7
sn37.8:0.3|Maccharīsutta |sn37.8
sn37.9:0.3|Aticārīsutta |sn37.9
sn37.10:0.3|Dussīlasutta |sn37.10
sn37.11:0.3|Appassutasutta |sn37.11
sn37.12:0.3|Kusītasutta |sn37.12
sn37.13:0.3|Muṭṭhassatisutta |sn37.13
sn37.14:0.3|Pañcaverasutta |sn37.14
sn37.15:0.3|Akkodhanasutta |sn37.15
sn37.16:0.3|Anupanāhīsutta |sn37.16
sn37.17:0.3|Anissukīsutta |sn37.17
sn37.18:0.3|Amaccharīsutta |sn37.18
sn37.19:0.3|Anaticārīsutta |sn37.19
sn37.20:0.3|Susīlasutta |sn37.20
sn37.21:0.3|Bahussutasutta |sn37.21
sn37.22:0.3|Āraddhavīriyasutta |sn37.22
sn37.23:0.3|Upaṭṭhitassatisutta |sn37.23
sn37.24:0.3|Pañcasīlasutta |sn37.24
sn37.25:0.3|Visāradasutta |sn37.25
sn37.26:0.3|Pasayhasutta |sn37.26
sn37.27:0.3|Abhibhuyyasutta |sn37.27
sn37.28:0.3|Ekasutta |sn37.28
sn37.29:0.3|Aṅgasutta |sn37.29
sn37.30:0.3|Nāsentisutta |sn37.30
sn37.31:0.3|Hetusutta |sn37.31
sn37.32:0.3|Ṭhānasutta |sn37.32
sn37.33:0.3|Pañcasīlavisāradasutta |sn37.33
sn37.34:0.3|Vaḍḍhīsutta |sn37.34
sn38.1:0.3|Nibbānapañhāsutta |sn38.1
sn38.2:0.3|Arahattapañhāsutta |sn38.2
sn38.3:0.3|Dhammavādīpañhāsutta |sn38.3
sn38.4:0.3|Kimatthiyasutta |sn38.4
sn38.5:0.3|Assāsappattasutta |sn38.5
sn38.6:0.3|Paramassāsappattasutta |sn38.6
sn38.7:0.3|Vedanāpañhāsutta |sn38.7
sn38.8:0.3|Āsavapañhāsutta |sn38.8
sn38.9:0.3|Avijjāpañhāsutta |sn38.9
sn38.10:0.3|Taṇhāpañhāsutta |sn38.10
sn38.11:0.3|Oghapañhāsutta |sn38.11
sn38.12:0.3|Upādānapañhāsutta |sn38.12
sn38.13:0.3|Bhavapañhāsutta |sn38.13
sn38.14:0.3|Dukkhapañhāsutta |sn38.14
sn38.15:0.3|Sakkāyapañhāsutta |sn38.15
sn38.16:0.3|Dukkarapañhāsutta |sn38.16
sn39.1-15:0.3|Sāmaṇḍakasutta |sn39.1-15
sn39.16:0.3|Dukkarasutta |sn39.16
sn40.1:0.3|Paṭhamajhānapañhāsutta |sn40.1
sn40.2:0.3|Dutiyajhānapañhāsutta |sn40.2
sn40.3:0.3|Tatiyajhānapañhāsutta |sn40.3
sn40.4:0.3|Catutthajhānapañhāsutta |sn40.4
sn40.5:0.3|Ākāsānañcāyatanapañhāsutta |sn40.5
sn40.6:0.3|Viññāṇañcāyatanapañhāsutta |sn40.6
